File,Scratch,Incremental
1000,12.354464530944824,42.66512393951416
100,1202.8786182403564,1390.7427787780762
50,7774.776411056519,3059.174919128418
35,21402.445650100708,8266.995429992676
30,33709.11884307861,25028.07307243347
25,57757.64751434326,55373.61240386963
