File,Scratch,Incremental
1000,14.820218086242676,48.20716381072998
100,1212.0314121246338,1163.555097579956
50,7704.883241653442,3066.8118953704834
35,21788.970136642456,8188.081312179565
30,34571.56138420105,17315.92025756836
25,58645.435412724815,52450.916369756065
35_no_ovlp,21281.73680305481,5965.836620330811
