Data size,Delta size,Sample,Incremental,Query1,Query2,Query3,Query4
5000,small,Product31,True,0.1481379270553589,1.7988872528076172,0.16164088249206543,0.5079386234283447
5000,small,Product27,True,0.1367967128753662,1.9193129539489746,0.19051611423492432,0.6661546230316162
5000,small,Product38,True,0.19202876091003418,2.3741791248321533,0.18567562103271484,0.6373641490936279
5000,small,Product75,True,0.18851244449615479,2.348886013031006,0.1825472116470337,0.6397086381912231
5000,small,Product98,True,0.2048248052597046,2.335715651512146,0.18958866596221924,0.6286776065826416
5000,small,Product19,True,0.18465161323547363,2.3228930234909058,0.18287014961242676,0.6189340353012085
5000,small,Product54,True,0.15689313411712646,2.3030636310577393,0.18449807167053223,0.5923423767089844
5000,small,Product81,True,0.1767367124557495,2.3474228382110596,0.1800600290298462,0.6037684679031372
5000,small,Product56,True,0.22003495693206787,2.3258010149002075,0.19104719161987305,0.5927538871765137
5000,small,Product3,True,0.1711137294769287,2.2601497173309326,0.18341577053070068,0.6456408500671387
5000,small,Product31,False,0.07987856864929199,0.3779735565185547,0.10398316383361816,0.2771250009536743
5000,small,Product27,False,0.0937889814376831,0.3976942300796509,0.09112584590911865,0.2568478584289551
5000,small,Product38,False,0.08765602111816406,0.3671889305114746,0.10095131397247314,0.27144289016723633
5000,small,Product75,False,0.08523082733154297,0.3753546476364136,0.10004842281341553,0.2745760679244995
5000,small,Product98,False,0.08832550048828125,0.3765075206756592,0.09228432178497314,0.2639141082763672
5000,small,Product19,False,0.10726165771484375,0.37449586391448975,0.10097181797027588,0.27889132499694824
5000,small,Product54,False,0.09908187389373779,0.3741471767425537,0.08746182918548584,0.2662564516067505
5000,small,Product81,False,0.09421992301940918,0.37160778045654297,0.09618043899536133,0.2742658853530884
5000,small,Product56,False,0.08591806888580322,0.3622938394546509,0.09697651863098145,0.2765728235244751
5000,small,Product3,False,0.08757948875427246,0.35308122634887695,0.0926889181137085,0.2630882263183594
5000,medium,Product31,True,0.16917800903320312,2.3432270288467407,0.17438113689422607,0.7016630172729492
5000,medium,Product27,True,0.2007066011428833,2.3589630126953125,0.13839662075042725,0.668515682220459
5000,medium,Product38,True,0.2104741334915161,2.347542405128479,0.15023159980773926,0.677049994468689
5000,medium,Product75,True,0.21225440502166748,2.385476231575012,0.14971590042114258,0.7055788040161133
5000,medium,Product98,True,0.21797549724578857,2.3336760997772217,0.1277320384979248,0.665746808052063
5000,medium,Product19,True,0.21562159061431885,2.365120053291321,0.14763712882995605,0.6834856271743774
5000,medium,Product54,True,0.2026768922805786,2.3415929079055786,0.12662291526794434,0.6610841751098633
5000,medium,Product81,True,0.19862091541290283,2.377504825592041,0.16213440895080566,0.7126678228378296
5000,medium,Product56,True,0.21275949478149414,2.3424155712127686,0.1267695426940918,0.6614232063293457
5000,medium,Product3,True,0.20525741577148438,2.268781542778015,0.13035047054290771,0.6717828512191772
5000,medium,Product31,False,0.08153748512268066,0.3575119972229004,0.1000213623046875,0.2729659080505371
5000,medium,Product27,False,0.09229457378387451,0.38938069343566895,0.09292876720428467,0.2638310194015503
5000,medium,Product38,False,0.08860719203948975,0.37895965576171875,0.10202980041503906,0.2705519199371338
5000,medium,Product75,False,0.09252297878265381,0.3713963031768799,0.10276210308074951,0.2733861207962036
5000,medium,Product98,False,0.08741116523742676,0.37575817108154297,0.09168219566345215,0.2701077461242676
5000,medium,Product19,False,0.08811080455780029,0.3738741874694824,0.1012721061706543,0.27852678298950195
5000,medium,Product54,False,0.09767544269561768,0.37231671810150146,0.08790993690490723,0.26673388481140137
5000,medium,Product81,False,0.09113430976867676,0.3691023588180542,0.09931516647338867,0.27909088134765625
5000,medium,Product56,False,0.08594071865081787,0.3643035888671875,0.0988461971282959,0.2788001298904419
5000,medium,Product3,False,0.08824920654296875,0.3594319820404053,0.09567904472351074,0.2695279121398926
5000,large,Product31,True,0.2578510046005249,2.581904411315918,0.19495153427124023,0.8163489103317261
5000,large,Product27,True,0.2523477077484131,2.557826280593872,0.16569054126739502,0.7996190786361694
5000,large,Product38,True,0.24972236156463623,2.2538371086120605,0.14180028438568115,0.5925557613372803
5000,large,Product75,True,0.18279826641082764,1.790529727935791,0.13740479946136475,0.6043781042098999
5000,large,Product98,True,0.18923580646514893,2.1849632263183594,0.14858698844909668,0.7520921230316162
5000,large,Product19,True,0.2304764986038208,2.3792635202407837,0.16467070579528809,0.8046655654907227
5000,large,Product54,True,0.24583077430725098,2.3601495027542114,0.14540159702301025,0.7614158391952515
5000,large,Product81,True,0.2394787073135376,2.4424924850463867,0.20950329303741455,0.8112102746963501
5000,large,Product56,True,0.227239727973938,2.3782438039779663,0.17714202404022217,0.9688125848770142
5000,large,Product3,True,0.34045183658599854,2.7715423107147217,0.1525576114654541,0.7840151786804199
5000,large,Product31,False,0.08737063407897949,0.3629840612411499,0.1103367805480957,0.2828233242034912
5000,large,Product27,False,0.09289693832397461,0.3961554765701294,0.09570896625518799,0.26759159564971924
5000,large,Product38,False,0.09092020988464355,0.3703552484512329,0.10452783107757568,0.27533626556396484
5000,large,Product75,False,0.0880199670791626,0.37168776988983154,0.10293877124786377,0.2786158323287964
5000,large,Product98,False,0.08981680870056152,0.3726247549057007,0.09014618396759033,0.2646280527114868
5000,large,Product19,False,0.08860170841217041,0.3757619857788086,0.1007002592086792,0.27470290660858154
5000,large,Product54,False,0.09856259822845459,0.37612736225128174,0.0926898717880249,0.27744197845458984
5000,large,Product81,False,0.09510421752929688,0.3790879249572754,0.10578382015228271,0.2860602140426636
5000,large,Product56,False,0.08533275127410889,0.37190353870391846,0.09756636619567871,0.2798287868499756
5000,large,Product3,False,0.08991491794586182,0.35951924324035645,0.09706103801727295,0.26995372772216797
1000,small,Product31,True,0.09106588363647461,0.860162615776062,0.09039998054504395,0.2783604860305786
1000,small,Product27,True,0.07587409019470215,1.006475567817688,0.09518647193908691,0.3098188638687134
1000,small,Product38,True,0.08302545547485352,0.9424554109573364,0.10527706146240234,0.30804336071014404
1000,small,Product75,True,0.0851588249206543,0.9432330131530762,0.09269189834594727,0.30333030223846436
1000,small,Product98,True,0.08921694755554199,0.9426203966140747,0.09590363502502441,0.2967562675476074
1000,small,Product19,True,0.0886070728302002,0.9572336673736572,0.09144341945648193,0.2809488773345947
1000,small,Product54,True,0.07232236862182617,0.9327273368835449,0.08954882621765137,0.2694908380508423
1000,small,Product81,True,0.07518661022186279,0.9528059959411621,0.09097671508789062,0.2792787551879883
1000,small,Product56,True,0.08883917331695557,0.9320894479751587,0.09517693519592285,0.2779412269592285
1000,small,Product3,True,0.0755079984664917,0.9450352191925049,0.09675908088684082,0.2773338556289673
1000,small,Product31,False,0.05245399475097656,0.19918227195739746,0.07101738452911377,0.1646956205368042
1000,small,Product27,False,0.05117630958557129,0.20330488681793213,0.06491994857788086,0.16501319408416748
1000,small,Product38,False,0.054857730865478516,0.19891953468322754,0.06980156898498535,0.16466999053955078
1000,small,Product75,False,0.051650047302246094,0.1972407102584839,0.06955265998840332,0.16664588451385498
1000,small,Product98,False,0.05162394046783447,0.2012854814529419,0.0668649673461914,0.16681063175201416
1000,small,Product19,False,0.0491868257522583,0.20032083988189697,0.06629347801208496,0.17076337337493896
1000,small,Product54,False,0.054787278175354004,0.21021521091461182,0.06724250316619873,0.16732728481292725
1000,small,Product81,False,0.05235254764556885,0.19630956649780273,0.06774282455444336,0.16169142723083496
1000,small,Product56,False,0.0523533821105957,0.1966700553894043,0.06468832492828369,0.16699814796447754
1000,small,Product3,False,0.04928767681121826,0.1871575117111206,0.06481051445007324,0.16204726696014404
1000,medium,Product31,True,0.09894466400146484,0.9538519382476807,0.1029207706451416,0.3447164297103882
1000,medium,Product27,True,0.08529996871948242,0.9658725261688232,0.07990312576293945,0.3009132146835327
1000,medium,Product38,True,0.08643913269042969,0.9572491645812988,0.08985698223114014,0.3119279146194458
1000,medium,Product75,True,0.09323179721832275,0.955670952796936,0.08541262149810791,0.30294275283813477
1000,medium,Product98,True,0.09327030181884766,0.9409465789794922,0.08017003536224365,0.31056416034698486
1000,medium,Product19,True,0.09271657466888428,0.9494715929031372,0.08087265491485596,0.30421197414398193
1000,medium,Product54,True,0.08873546123504639,0.9501047134399414,0.07874870300292969,0.3060624599456787
1000,medium,Product81,True,0.09478449821472168,0.9456255435943604,0.08170688152313232,0.30665838718414307
1000,medium,Product56,True,0.09782791137695312,0.9389575719833374,0.08719265460968018,0.3119690418243408
1000,medium,Product3,True,0.08191382884979248,0.9390823841094971,0.08197784423828125,0.2887192964553833
1000,medium,Product31,False,0.05489015579223633,0.1966235637664795,0.06924617290496826,0.16794216632843018
1000,medium,Product27,False,0.05565965175628662,0.21122169494628906,0.06630098819732666,0.16496264934539795
1000,medium,Product38,False,0.05364060401916504,0.19050705432891846,0.07044267654418945,0.16894876956939697
1000,medium,Product75,False,0.05097091197967529,0.20944583415985107,0.07169198989868164,0.16813302040100098
1000,medium,Product98,False,0.05381286144256592,0.20703303813934326,0.06402873992919922,0.16710078716278076
1000,medium,Product19,False,0.05717945098876953,0.21312153339385986,0.07014667987823486,0.17169713973999023
1000,medium,Product54,False,0.053441524505615234,0.21481072902679443,0.06892716884613037,0.17275631427764893
1000,medium,Product81,False,0.052075862884521484,0.20178616046905518,0.07070910930633545,0.17322897911071777
1000,medium,Product56,False,0.054107069969177246,0.2086470127105713,0.06614828109741211,0.1727696657180786
1000,medium,Product3,False,0.05202662944793701,0.192091703414917,0.06997668743133545,0.17177534103393555
1000,large,Product31,True,0.10008859634399414,0.8427431583404541,0.09510147571563721,0.3413959741592407
1000,large,Product27,True,0.10689783096313477,0.998510479927063,0.08495557308197021,0.33222997188568115
