File,Scratch,Incremental
1000,53.589701652526855,170.4568386077881
100,1142.3116207122803,1818.542718887329
50,3446.4995861053467,4275.1890659332275
35,8914.599561691284,10121.157455444336
30,27381.975030899048,27219.250869750977
25,43026.7759958903,43994.11201477051
30,27961.438131332397,27030.75714111328
